Prefecture,SiteName,SiteAddress,SamplingLocation,MaterialType,Period,Phase,PeriodCode,LabCode,Method,CRA,CRAError,UnroundedCRA,UnroundedCRAError,Delta13C,Delta13CError,Delta13CIRMS,AnalysedBy,Laboratory,PubblicationYear,ReportTitle,Page,Remarks,Reference,Publisher,Latitude,Longitude,labcode_issues,c14_issues,ReferenceCombined,ReferenceFinal,coordinate_issues,PrefectureNameEn,Region,Furigana,SiteType,Romanised,Material,Material_Details
大分,釘野千軒遺跡,直入郡萩町,KGS-,"土器付着物,煤,胴外",縄文時代後期中頃,西平式,B,PLD-5096,AMS法,3305,25,NA,NA,-28.26,0.15,NA,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-53,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,32.9245805555556,131.296311111111,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,くぎのせんげんいせき,Site,Kuginosengeniseki,Other,Organic Residue from Pottery
大分,四日市遺跡,玖珠郡玖珠町大字四日市,SK9,"土器付着物,煤?,胴外",弥生時代中期,須玖Ⅰ式新,C,PLD-5097,AMS法,2160,25,NA,NA,-27.29,0.13,NA,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-55,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.30345,131.1062,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||大分県教育庁埋蔵文化財センター, 2017, 四日市遺跡Ⅰ　玖珠工業団地造成事業に伴う埋蔵文化財発掘調査報告書(1)　大分県教育庁埋蔵文化財センター発掘調査報告書　第95集　, (pp.309〜310)",NA,Oita,Kyushu,よっかいちいせき,Site,Yokkaichiiseki,Other,Organic Residue from Pottery
大分,浦久保遺跡,直入郡荻町,NA,"土器付着物,焦,底部内面",縄文時代晩期,浦久保式,B,PLD-5098,AMS法,3095,25,NA,NA,-26.32,0.12,NA,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-57,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,32.9245805555556,131.296311111111,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,うらくぼいせき,Site,Urakuboiseki,Other,Organic Residue from Pottery
大分,菅無田遺跡,大分市野津町大字都原,"8号住居跡,No5","土器付着物,煤,胴外",弥生時代中期,須玖Ⅰ式新～須玖Ⅱ式新,C,PLD-5099,AMS法,2145,20,NA,NA,-26.92,0.12,NA,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-58,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.1638305555556,131.527311111111,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,すがむたいせき,Site,Sugamutaiseki,Other,Organic Residue from Pottery
大分,菅無田遺跡,大分市野津町大字都原,"8号住居跡,No5","土器付着物,煤,胴外",弥生時代中期,須玖Ⅰ式新～須玖Ⅱ式新,C,PLD-5100,AMS法,2145,20,NA,NA,-25.98,0.13,-26.1,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-59,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.1638305555556,131.527311111111,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,すがむたいせき,Site,Sugamutaiseki,Other,Organic Residue from Pottery
大分,生野遺跡,大分市野津,1号住居跡,"土器付着物,煤,胴外",弥生時代後期,下大隈～西新式,C,PLD-5101,AMS法,1940,20,NA,NA,-27.36,0.13,-27.3,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-60,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.1638305555556,131.527311111111,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,いくのいせき,Site,Ikunoiseki,Other,Organic Residue from Pottery
大分,内河野遺跡,臼杵市大字藤小野,４号住居,"土器付着物,胴外",弥生時代後期,下大隈～西新式,C,PLD-5102,AMS法,1910,20,NA,NA,-26.08,0.11,NA,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-61,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.17125,131.786819444444,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,うちかわのいせき,Site,Uchikawanoiseki,Other,Organic Residue from Pottery
大分,小城原遺跡,直入郡久住町大字仏原,57号竪穴,"土器付着物,煤,胴外",弥生時代後期,変形工字文　（下大隈式新）,C,PLD-5296,AMS法,1875,20,NA,NA,-24.82,0.14,-25.3,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-62 (re),弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.0196305555556,131.2933,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,こじょうばるいせき,Castle,Kojobaruiseki,Other,Organic Residue from Pottery
大分,四日市遺跡,玖珠郡玖珠町大字四日市,SK55,"土器付着物,煤,胴外",弥生時代中期,須玖Ⅱ式中～後,C,PLD-5103,AMS法,2105,20,NA,NA,-27.02,0.13,NA,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-63,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.30345,131.1062,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)||大分県教育庁埋蔵文化財センター, 2017, 四日市遺跡Ⅰ　玖珠工業団地造成事業に伴う埋蔵文化財発掘調査報告書(1)　大分県教育庁埋蔵文化財センター発掘調査報告書　第95集　, (pp.309〜310)",NA,Oita,Kyushu,よっかいちいせき,Site,Yokkaichiiseki,Other,Organic Residue from Pottery
大分,大道遺跡７次,大分市金池南1丁目1143-3,7次調査S-002,"土器付着物,胴外",古墳時代初頭,布留式,D,PLD-5107,AMS法,1815,25,NA,NA,-25.36,0.12,-25.7,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-66,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.2299694444444,131.606430555556,";Same labcode, different SiteName",NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA; Same site name with different coordinates (dist=0.29 km),Oita,Kyushu,おおみちいせき7じ,Site,Omichiiseki7ji,Other,Organic Residue from Pottery
大分,玉沢地区条里跡遺跡第3次調査,大分市大字木上字鉾牟1番地1外235筆,"第3次,取水施設，４区S-300,OIFJ-80と同一破片","土器付着物,胴外",弥生時代前期,板付Ⅰ（新）～Ⅱb式,C,PLD-5108,AMS法,2230,20,NA,NA,-26.33,0.16,-26,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-67,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.1856,131.569761111111,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA; Same site name with different coordinates (dist=0.38 km),Oita,Kyushu,たまざわちくじょうりあといせきだい3じちょうさ,Site,Tamazawachikujoriatoisekidai3jichosa,Other,Organic Residue from Pottery
大分,脇遺跡,直入郡久住町大字久住,6号竪穴,"土器付着物,煤,胴外",弥生時代後期,高三潴式,C,PLD-5112,AMS法,2125,25,NA,NA,-26.27,0.21,NA,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-70,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.0196305555556,131.2933,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,わきいせき,Site,Wakiiseki,Other,Organic Residue from Pottery
大分,脇遺跡,直入郡久住町大字久住,６号竪穴,"土器付着物,煤,胴外上",弥生時代中期,NA,C,PLD-5113,AMS法,2120,20,NA,NA,-26.73,0.13,NA,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-71,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.0196305555556,131.2933,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,わきいせき,Site,Wakiiseki,Other,Organic Residue from Pottery
