"site","reference","retrievedRef","nabunkenURL","DOI","toCheck"
"宝性寺跡","岩手県文化振興事業団埋蔵文化財調査報告書第441集　宝性寺跡発掘調査報告書(第1分冊　本文･図版･観察表編)",NA,NA,NA,TRUE
"宝禄Ⅱ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第541集　宝禄Ⅱ遺跡発掘調査報告書","財団法人岩手県文化振興事業団埋蔵文化財センター 2009 『岩手県文化振興事業団埋蔵文化財調査報告書541：宝禄Ⅱ遺跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター","https://sitereports.nabunken.go.jp/12555","財団法人岩手県文化振興事業団埋蔵文化財センター 2009 『岩手県文化振興事業団埋蔵文化財調査報告書541：宝禄Ⅱ遺跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター",TRUE
"峯岸遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第637集　峯岸遺跡発掘調査報告書","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2015 『岩手県文化振興事業団埋蔵文化財調査報告書637：峯岸遺跡発掘調査報告書』岩手県大船渡市災害復興局","https://sitereports.nabunken.go.jp/16294","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2015 『岩手県文化振興事業団埋蔵文化財調査報告書637：峯岸遺跡発掘調査報告書』岩手県大船渡市災害復興局",TRUE
"崩田遺跡","奥州市埋蔵文化財調査センター発掘調査報告書第6集　崩田遺跡",NA,NA,NA,TRUE
"蓬田遺跡","遠野市埋蔵文化財調査報告書第7集　蓬田遺跡　第2次発掘調査報告書",NA,NA,NA,TRUE
"豊間根新田Ⅰ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第642集　豊間根新田Ⅰ遺跡発掘調査報告書","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2015 『岩手県文化振興事業団埋蔵文化財調査報告書642：豊間根新田Ⅰ遺跡発掘調査報告書』国土交通省東北地方整備局三陸国道事務所他","https://sitereports.nabunken.go.jp/16299","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2015 『岩手県文化振興事業団埋蔵文化財調査報告書642：豊間根新田Ⅰ遺跡発掘調査報告書』国土交通省東北地方整備局三陸国道事務所他",TRUE
"本宮熊堂B遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第470集　本宮熊堂A遺跡第24次･本宮熊堂B遺跡第25次発掘調査報告書",NA,NA,NA,TRUE
"本町Ⅱ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第410集　本町Ⅱ遺跡第二次発掘調査報告書","財団法人岩手県文化振興事業団埋蔵文化財センター 2003 『岩手県文化振興事業団埋蔵文化財調査報告書410：本町Ⅱ遺跡第二次発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター","https://sitereports.nabunken.go.jp/21652","http://doi.org/10.24484/sitereports.21652",TRUE
"本波Ⅷ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第536集　本波Ⅷ遺跡発掘調査報告書","財団法人岩手県文化振興事業団埋蔵文化財センター 2009 『岩手県文化振興事業団埋蔵文化財調査報告書536：本波Ⅷ遺跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター","https://sitereports.nabunken.go.jp/12681","財団法人岩手県文化振興事業団埋蔵文化財センター 2009 『岩手県文化振興事業団埋蔵文化財調査報告書536：本波Ⅷ遺跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター",TRUE
"無量光院跡","岩手県文化振興事業団埋蔵文化財調査報告書第631集　無量光院跡第26次･花立Ⅰ遺跡第30次･花立Ⅱ遺跡第24次発掘調査報告書",NA,NA,NA,TRUE
"花立Ⅰ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第631集　無量光院跡第26次･花立Ⅰ遺跡第30次･花立Ⅱ遺跡第24次発掘調査報告書",NA,NA,NA,TRUE
"花立Ⅱ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第631集　無量光院跡第26次･花立Ⅰ遺跡第30次･花立Ⅱ遺跡第24次発掘調査報告書",NA,NA,NA,TRUE
"木戸井内Ⅳ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第529集　木戸井内Ⅳ遺跡･隠里Ⅲ遺跡発掘調査報告書",NA,NA,NA,TRUE
"隠里Ⅲ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第529集　木戸井内Ⅳ遺跡･隠里Ⅲ遺跡発掘調査報告書",NA,NA,NA,TRUE
"木戸井内Ⅳ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第659集　木戸井内Ⅳ遺跡･磯鶏石崎遺跡発掘調査報告書","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2016 『岩手県文化振興事業団埋蔵文化財調査報告書659：木戸井内Ⅵ遺跡・磯鶏石崎遺跡発掘調査報告書』国土交通省東北地方整備局三陸国道事務所他","https://sitereports.nabunken.go.jp/16438","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2016 『岩手県文化振興事業団埋蔵文化財調査報告書659：木戸井内Ⅵ遺跡・磯鶏石崎遺跡発掘調査報告書』国土交通省東北地方整備局三陸国道事務所他",TRUE
"磯鶏石崎遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第659集　木戸井内Ⅳ遺跡･磯鶏石崎遺跡発掘調査報告書","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2016 『岩手県文化振興事業団埋蔵文化財調査報告書659：木戸井内Ⅵ遺跡・磯鶏石崎遺跡発掘調査報告書』国土交通省東北地方整備局三陸国道事務所他","https://sitereports.nabunken.go.jp/16438","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2016 『岩手県文化振興事業団埋蔵文化財調査報告書659：木戸井内Ⅵ遺跡・磯鶏石崎遺跡発掘調査報告書』国土交通省東北地方整備局三陸国道事務所他",TRUE
"野古A遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第420集　野古A遺跡第12次発掘調査報告書",NA,NA,NA,TRUE
"野場Ⅰ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第635集　野場Ⅰ遺跡発掘調査報告書","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2015 『岩手県文化振興事業団埋蔵文化財調査報告書635：野場Ⅰ遺跡発掘調査報告書』岩手県田野畑村他","https://sitereports.nabunken.go.jp/16292","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2015 『岩手県文化振興事業団埋蔵文化財調査報告書635：野場Ⅰ遺跡発掘調査報告書』岩手県田野畑村他",TRUE
"野沢Ⅱ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第567集　野沢Ⅰ･Ⅱ遺跡･戸桜遺跡･舟渡Ⅰ遺跡発掘調査報告書",NA,NA,NA,TRUE
"野田Ⅰ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第506集　野田Ⅰ遺跡発掘調査報告書","財団法人岩手県文化振興事業団埋蔵文化財センター 2007 『岩手県文化振興事業団埋蔵文化財調査報告書506：野田Ⅰ遺跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター","https://sitereports.nabunken.go.jp/13179","財団法人岩手県文化振興事業団埋蔵文化財センター 2007 『岩手県文化振興事業団埋蔵文化財調査報告書506：野田Ⅰ遺跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター",TRUE
"野里上遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第492集　野里上遺跡･野中遺跡発掘調査報告書",NA,NA,NA,TRUE
"矢盛遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第516集　矢盛遺跡第10･11次･向中野館遺跡第9次･台太郎遺跡第58次発掘調査報告書",NA,NA,NA,TRUE
"柳上遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第213集　柳上遺跡発掘調査報告書(第1分冊　本文･遺構編)",NA,NA,NA,TRUE
"柳沢館遺跡","水沢市文化財報告書第28集　柳沢館遺跡","財団法人岩手県文化振興事業団埋蔵文化センター 2000 『岩手県文化振興事業団埋蔵文化財調査報告書317：川岸場II遺跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化センター","https://sitereports.nabunken.go.jp/1649","http://doi.org/10.24484/sitereports.1649",TRUE
"柳之御所遺跡","岩手県文化財調査報告書第121集　柳之御所遺跡-第59次発掘調査概報-",NA,NA,NA,TRUE
"柳之御所遺跡","岩手県文化財調査報告書第125集　柳之御所遺跡-第65次発掘調査概報-",NA,NA,NA,TRUE
"柳之御所遺跡","岩手県文化財調査報告書第127集　柳之御所遺跡-第68次発掘調査概報-",NA,NA,NA,TRUE
"柳之御所遺跡","岩手県文化財調査報告書第130集　柳之御所遺跡-第69次発掘調査概報-",NA,NA,NA,TRUE
"柳之御所遺跡","岩手県文化財調査報告書第133集　柳之御所遺跡-第70次発掘調査概報-","山梨県埋蔵文化財センター 2019 『山梨県埋蔵文化財センター調査報告書321：甲府城下町遺跡（公用車等駐車場地点）』山梨県教育委員会他","https://sitereports.nabunken.go.jp/65190","http://doi.org/10.24484/sitereports.65190",TRUE
"柳之御所遺跡","岩手県文化財調査報告書第135集　柳之御所遺跡-第72次発掘調査概報-",NA,NA,NA,TRUE
"柳之御所遺跡","岩手県文化財調査報告書第137集　柳之御所遺跡-第73次発掘調査概報-",NA,NA,NA,TRUE
"柳之御所遺跡","岩手県文化財調査報告書第140集　柳之御所遺跡-第74次発掘調査概報-",NA,NA,NA,TRUE
"柳之御所遺跡","岩手県文化財調査報告書第147集　柳之御所遺跡-第76次発掘調査概報-",NA,NA,NA,TRUE
"要害遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第614集　銭倉遺跡･要害遺跡発掘調査報告書","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2013 『岩手県文化振興事業団埋蔵文化財調査報告書614：銭倉遺跡・要害遺跡発掘調査報告書』岩手県県南広域振興局農政部農村整備室他","https://sitereports.nabunken.go.jp/16254","http://doi.org/10.24484/sitereports.16254",TRUE
"里遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第383集　里遺跡発掘調査報告書","（財）岩手県文化振興事業団埋蔵文化財センター 2002 『岩手県文化振興事業団埋蔵文化財調査報告書383：里遺跡発掘調査報告書』（財）岩手県文化振興事業団埋蔵文化財センター","https://sitereports.nabunken.go.jp/29310","（財）岩手県文化振興事業団埋蔵文化財センター 2002 『岩手県文化振興事業団埋蔵文化財調査報告書383：里遺跡発掘調査報告書』（財）岩手県文化振興事業団埋蔵文化財センター",TRUE
"里館遺跡","里館遺跡","盛岡市遺跡の学び館 2014 『里館遺跡　第58次発掘調査報告書』盛岡市教育委員会","https://sitereports.nabunken.go.jp/36124","盛岡市遺跡の学び館 2014 『里館遺跡　第58次発掘調査報告書』盛岡市教育委員会",TRUE
"里古屋遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第499集　里古屋遺跡発掘調査報告書",NA,NA,NA,TRUE
"力持遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第510集　力持遺跡発掘調査報告書　第Ⅰ分冊(本文編)",NA,NA,NA,TRUE
"和野Ⅰ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第452集　和野Ⅰ遺跡発掘調査報告書　(第1分冊　本文･図版･表編)",NA,NA,NA,TRUE
"和野Ⅰ遺跡","田野畑村文化財調査報告書第15集　和野Ⅰ遺跡",NA,NA,NA,TRUE
"和野ソマナイ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第466集　和野ソマナイ遺跡発掘調査報告書",NA,NA,NA,TRUE
"叺屋敷Ⅰb遺跡","岩手県埋文センター文化財調査報告書第63集　叺屋敷Ⅰb遺跡発掘調査報告書",NA,NA,NA,TRUE
"叺屋敷Ⅲ遺跡","岩手県埋文センター文化財調査報告書第48集　叺屋敷Ⅲ遺跡発掘調査報告書",NA,NA,NA,TRUE
"叺屋敷Ⅱ遺跡","岩手県埋文センター文化財調査報告書第47集　叺屋敷Ⅱ遺跡発掘調査報告書",NA,NA,NA,TRUE
"袰帯遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第522集　袰帯遺跡発掘調査報告書","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2017 『岩手県文化振興事業団埋蔵文化財調査報告書662：袰帯遺跡発掘調査報告書』岩手県沿岸広域振興局土木部宮古土木センター他","https://sitereports.nabunken.go.jp/19117","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2017 『岩手県文化振興事業団埋蔵文化財調査報告書662：袰帯遺跡発掘調査報告書』岩手県沿岸広域振興局土木部宮古土木センター他",TRUE
"賽の神Ⅲ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第530集　賽の神Ⅲ遺跡発掘調査報告書","財団法人岩手県文化振興事業団埋蔵文化財センター 2009 『岩手県文化振興事業団埋蔵文化財調査報告書530：賽の神Ⅲ遺跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター","https://sitereports.nabunken.go.jp/13316","財団法人岩手県文化振興事業団埋蔵文化財センター 2009 『岩手県文化振興事業団埋蔵文化財調査報告書530：賽の神Ⅲ遺跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター",TRUE
"引込横穴墓群","岩沼市文化財調査報告書第1集　引込横穴墓群-発掘調査報告書-",NA,NA,NA,TRUE
"沓形遺跡","仙台市文化財調査報告書第363集　沓形遺跡　仙台市高速鉄道東西線関係遺跡発掘調査報告書Ⅲ","仙台市教育委員会 2015 『仙台市文化財調査報告書435：沓形遺跡第4次調査』仙台市教育委員会","https://sitereports.nabunken.go.jp/21296","仙台市教育委員会 2015 『仙台市文化財調査報告書435：沓形遺跡第4次調査』仙台市教育委員会",TRUE
