MaterialTypeUniqueID,Material_Classification,Material_Details_JPN,inconsistent,Materials_Details_EN,Materials_Detail_Identification_EN,Materials_Detail_Other_EN,Materials_Detail_Notes_EN
658,Organic Residue from Pottery,"土器付着物,胴内",0,from pottery residue inside fabric?,,from pottery residue inside fabric?,
659,Organic Residue from Pottery,"土器付着物,胴内上",0,from pottery residue inside fabric?,,from pottery residue inside fabric?,
660,Organic Residue from Pottery,"土器付着物,胴内面",0,from pottery interior residue inside fabric?,,from pottery interior residue inside fabric?,
661,Organic Residue from Pottery,"土器付着物,胴外",0,from pottery residue outside,,from pottery residue outside,
662,Organic Residue from Pottery,"土器付着物,胴外，胴内",0,from pottery residue inside fabric? outside,,from pottery residue inside fabric? outside,
663,Organic Residue from Pottery,"土器付着物,胴外上",0,from pottery residue outside,,from pottery residue outside,
664,Organic Residue from Pottery,"土器付着物,胴外下",0,from pottery residue outside,,from pottery residue outside,
665,Organic Residue from Pottery,"土器付着物,胴外中～下",0,from pottery residue outside,,from pottery residue outside,
666,Organic Residue from Pottery,"土器付着物,胴部上位",0,from pottery residue body upper,,from pottery residue body upper,
667,Organic Residue from Pottery,"土器付着物,胴部上位・内面",0,from pottery interior residue body upper,,from pottery interior residue body upper,
668,Organic Residue from Pottery,"土器付着物,胴部上位・外面",0,from pottery exterior residue body upper,,from pottery exterior residue body upper,
669,Organic Residue from Pottery,"土器付着物,胴部上位外面",0,from pottery exterior residue body upper,,from pottery exterior residue body upper,
670,Organic Residue from Pottery,"土器付着物,胴部下位・内面",0,from pottery interior residue body lower,,from pottery interior residue body lower,
671,Organic Residue from Pottery,"土器付着物,胴部下位・外面",0,from pottery exterior residue body lower,,from pottery exterior residue body lower,
672,Organic Residue from Pottery,"土器付着物,胴部下位内面",0,from pottery interior residue body lower,,from pottery interior residue body lower,
673,Organic Residue from Pottery,"土器付着物,胴部下位外面",0,from pottery exterior residue body lower,,from pottery exterior residue body lower,
674,Organic Residue from Pottery,"土器付着物,胴部下半下外面（胴中外）",0,from pottery exterior residue body,,from pottery exterior residue body,
675,Organic Residue from Pottery,"土器付着物,胴部中位・内面",0,from pottery interior residue body,,from pottery interior residue body,
676,Organic Residue from Pottery,"土器付着物,胴部中位・外面",0,from pottery exterior residue body,,from pottery exterior residue body,
677,Organic Residue from Pottery,"土器付着物,胴部内面",0,from pottery interior residue body,,from pottery interior residue body,
678,Organic Residue from Pottery,"土器付着物,胴部最大径部・外面",0,from pottery exterior residue body,,from pottery exterior residue body,
679,Organic Residue from Pottery,"土器付着物,胴部外面",0,from pottery exterior residue body outer neck,,from pottery exterior residue body outer neck,
680,Organic Residue from Pottery,"土器付着物,胴部外面より採取",0,from pottery exterior residue body outer neck,,from pottery exterior residue body outer neck,
681,Organic Residue from Pottery,"土器付着物,胴部突帯下",0,from pottery residue body,,from pottery residue body,
682,Organic Residue from Pottery,"土器付着物,膜状,胴部中位外面",0,from pottery exterior residue body,,from pottery exterior residue body,
683,Organic Residue from Pottery,"土器付着物,頚外",0,from pottery residue,,from pottery residue,
684,Organic Residue from Pottery,"土器付着物,頸外",0,from pottery residue,,from pottery residue,
685,Organic Residue from Pottery,"土器付着物,頸部",0,from pottery residue,,from pottery residue,
686,Organic Residue from Pottery,"土器付着物,頸部外面",0,from pottery exterior residue outer neck,,from pottery exterior residue outer neck,
687,Organic Residue from Pottery,"土器付着物,鱗茎状,底部内面",0,bulb stem from pottery fruit scale interior residue bottom,,bulb stem from pottery fruit scale interior residue bottom,
689,Organic Residue from Pottery,土器付着物(お焦げ),0,from pottery residue,,from pottery residue,
690,Organic Residue from Pottery,土器付着物（内面口縁）,0,from pottery rim interior residue,,from pottery rim interior residue,
691,Organic Residue from Pottery,土器付着物（内面口縁～胴上半）,0,from pottery rim interior residue,,from pottery rim interior residue,
692,Organic Residue from Pottery,土器付着物（内面口縁部）,0,from pottery rim interior residue,,from pottery rim interior residue,
693,Organic Residue from Pottery,土器付着物（内面胴下半）,0,from pottery interior residue,,from pottery interior residue,
694,Organic Residue from Pottery,土器付着物（外面口縁）,0,from pottery rim exterior residue,,from pottery rim exterior residue,
695,Organic Residue from Pottery,土器付着物（外面口縁部）,0,from pottery rim exterior residue,,from pottery rim exterior residue,
696,Organic Residue from Pottery,土器付着物（外面胴下半）,0,from pottery exterior residue,,from pottery exterior residue,
697,Organic Residue from Pottery,土器付着物（外面頸部）,0,from pottery exterior residue,,from pottery exterior residue,
698,Organic Residue from Pottery,土器付着物（外面頸部～胴上半）,0,from pottery exterior residue,,from pottery exterior residue,
699,Organic Residue from Pottery,土器付着物（深鉢口縁内）,0,from pottery rim residue inside of,,from pottery rim residue inside of,
701,Organic Residue from Pottery,土器付着物（焦・口縁内）,0,from pottery rim residue inside of,,from pottery rim residue inside of,
702,Organic Residue from Pottery,土器付着物（煤類）,0,from pottery soot residue,,from pottery soot residue,
703,Organic Residue from Pottery,土器付着物吹口縁外・胴外,0,from pottery rim outside edge residue outside,,from pottery rim outside edge residue outside,
704,Organic Residue from Pottery,土器付着物吹胴外,0,from pottery residue outside,,from pottery residue outside,
705,Organic Residue from Pottery,土器付着物焦口縁内,0,from pottery rim residue inside of,,from pottery rim residue inside of,
706,Organic Residue from Pottery,土器付着物焦底部内面,0,from pottery interior residue bottom,,from pottery interior residue bottom,
707,Organic Residue from Pottery,土器付着物焦胴内,0,from pottery residue inside fabric?,,from pottery residue inside fabric?,
708,Organic Residue from Pottery,土器付着物焦胴内，底部内面,0,from pottery interior residue inside fabric? bottom,,from pottery interior residue inside fabric? bottom,
709,Organic Residue from Pottery,土器付着物焦胴内下,0,from pottery residue inside fabric?,,from pottery residue inside fabric?,
710,Organic Residue from Pottery,土器付着物煤口縁外,0,from pottery soot rim outside edge residue,,from pottery soot rim outside edge residue,
711,Organic Residue from Pottery,土器付着物煤胴外,0,from pottery soot residue outside,,from pottery soot residue outside,
712,Organic Residue from Pottery,土器内付着炭化物,0,carbonized from pottery material residue,,carbonized from pottery material residue,
713,Organic Residue from Pottery,土器内面付着炭化物,0,carbonized from pottery material interior residue,,carbonized from pottery material interior residue,
714,Organic Residue from Pottery,土器内面付着物,0,from pottery interior residue,,from pottery interior residue,
715,Organic Residue from Pottery,土器内面付着物（口縁部）,0,from pottery rim interior residue,,from pottery rim interior residue,
716,Organic Residue from Pottery,土器内面付着物（口縁部下部）,0,from pottery rim interior residue lower,,from pottery rim interior residue lower,
717,Organic Residue from Pottery,土器口縁内面に付着,0,from pottery rim interior residue inside of,,from pottery rim interior residue inside of,
718,Organic Residue from Pottery,土器外面付着炭化物,0,carbonized from pottery material exterior residue,,carbonized from pottery material exterior residue,
759,Organic Residue from Pottery,土製品付着炭化物,0,carbonized material residue,,carbonized material residue,
1412,Organic Residue from Pottery,東釧路Ⅱ式土器,0,from pottery,,from pottery,
2281,Organic Residue from Pottery,炭化物（ⅡB５土器付着）,0,carbonized from pottery material residue,,carbonized from pottery material residue,
2282,Organic Residue from Pottery,炭化物（ⅢB２土器付着）,0,carbonized from pottery material residue,,carbonized from pottery material residue,
2344,Organic Residue from Pottery,炭化物（土器内付着）,0,carbonized from pottery material residue,,carbonized from pottery material residue,
2345,Organic Residue from Pottery,炭化物（土器内底部付着物）,0,carbonized from pottery material residue bottom,,carbonized from pottery material residue bottom,
2346,Organic Residue from Pottery,炭化物（土器口縁に付着）,0,carbonized from pottery material rim residue,,carbonized from pottery material rim residue,
2358,Organic Residue from Pottery,炭化物（深鉢型土器1の底部に付着したスス）,0,carbonized from pottery material soot residue bottom,,carbonized from pottery material soot residue bottom,
3091,Organic Residue from Pottery,縄文晩期末緑ヶ丘式期土器付着物・内面（おこげ）,0,from pottery Jomon interior residue okage,okage,from pottery Jomon interior residue,
3289,Organic Residue from Pottery,鉄滓付着炭化物,0,carbonized material residue,,carbonized material residue,
